Date,Open,High,Low,Close,Volume,Return,MA5,MA10,MA20,Price_Change,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,Target
2020-02-07,-1.6567099985803606,-1.6740088230937256,-1.6886651508274524,-1.6665176028415374,-0.15175478047854946,-0.6649930865786506,-1.6689179838849222,-1.7226733162723107,-1.7216644698081809,-0.26956975724600035,-0.3943582113772134,-0.30580505103452016,-0.3113938089491337,-1.7525090118381124,-1.7421490956383188,0
2020-02-10,-1.7075396255691855,-1.6889002778905113,-1.719201920831656,-1.6694966567726879,-0.06336958239949579,-0.07489902148666544,-1.6541324457865603,-1.7269526206061625,-1.725237283868404,0.8087093012252282,-0.47722097606999525,-0.2992516802380896,-0.31122256542791815,-1.757461048109878,-1.7444253559911944,0
2020-02-11,-1.6537197060452669,-1.6620952912534959,-1.6642353611520493,-1.6456634171156892,-0.21311958514933965,0.6001272981079182,-1.6464440141093362,-1.7278696129112052,-1.7277227179041055,0.13478489978845293,-0.4071560363166677,-0.2748891727145884,-0.3060354542318795,-1.762670634673571,-1.7441000803477613,1
2020-02-12,-1.635780109152071,-1.6412474516096476,-1.6459135583097746,-1.6248098375456872,0.27300722068637234,0.5187625718179409,-1.6375727313619224,-1.726646984145754,-1.7267906854085209,0.2021773193696201,-0.44167394124252374,-0.23905275706825702,-0.29448126358300536,-1.7611585325508796,-1.7437445346567146,1
2020-02-13,-1.6088702693255659,-1.629334230696932,-1.6336988216283528,-1.6248098375456872,-0.44288552627126127,0.0,-1.6346157039654567,-1.7153373778319678,-1.7250819679462885,-0.4043546387392402,-0.2753659105825815,-0.21068322526118194,-0.2793968765565755,-1.7590361583594885,-1.7423898573526184,0
2020-02-14,-1.6148502337314559,-1.6352908411532898,-1.6367525057987082,-1.6248098375456872,-0.7235123865797838,0.0,-1.6263358266973362,-1.7061674962434474,-1.7233732504840564,-0.2695697591594935,-0.09188823912531946,-0.18842149421850768,-0.2627566209638438,-1.757036092144131,-1.740902887127231,0
2020-02-17,-1.6477397407427827,-1.6591169855787706,-1.6611816765238452,-1.6456634171156892,-0.7715387679251418,-0.5133427413182322,-1.6216044224165775,-1.6960805186951127,-1.725237326010833,0.0,-0.1625985850069924,-0.18766751653901342,-0.2493114894078506,-1.7603091482747282,-1.7413448334287576,0
2020-02-18,-1.6895997564730643,-1.6978352185408039,-1.7130945772911368,-1.702267058223138,1.4398308443039856,-1.408096405539881,-1.632841447415974,-1.697914544767107,-1.730674247204654,-0.3369622045637335,-0.44167394124252374,-0.23240093548608043,-0.24779779525304924,-1.7654133657915092,-1.7474387636245767,0
2020-02-19,-1.7015597200085497,-1.6948569481324587,-1.7130946124964503,-1.6754549666869378,0.32932108324981496,0.6866674064033282,-1.6428955812335773,-1.6985258798807872,-1.735334504503042,0.5391395176503592,0.25606877942120154,-0.2452060536928279,-0.24922835929041282,-1.7748180497491175,-1.7472219671782159,1
2020-02-20,-1.6686695675215422,-1.682943379241608,-1.6947721550346584,-1.6814128724972899,-0.23785066276899242,-0.15048113806590843,-1.6541324858981634,-1.7028051842146386,-1.7417034687280544,-0.3369622583666498,0.10073192427079888,-0.25944111344378334,-0.25330570468135866,-1.7932036431869758,-1.7409413750028027,0
2020-02-21,-1.6836194091045737,-1.6978348360014233,-1.7069868208319816,-1.6843919264284404,-0.44016216284007875,-0.07547426894413033,-1.6659607960420433,-1.7046391273628159,-1.7463636733484063,-0.06739245416851965,0.3083737888060194,-0.272230318361145,-0.2592003865252177,-1.8041084757940313,-1.7391018486442584,0
2020-02-24,-1.7194990910570813,-1.7276177822383216,-1.7283625000579932,-1.7141830718957913,0.4696727281015959,-0.7559191846244548,-1.6795634028470088,-1.7092240474261216,-1.7508685304398208,0.06739245812395125,-0.3430033852414958,-0.30588232936995774,-0.2708454231453365,-1.8080046960081189,-1.7445112343811466,0
2020-02-25,-1.7165095967479334,-1.7157050502076194,-1.740577735282252,-1.702267058223138,0.20469167817012993,0.3070806954090876,-1.6795634028470088,-1.7150316999096507,-1.754286039113536,0.2695697636509868,-0.36924753812821814,-0.32098474495966944,-0.283267601726642,-1.8119868011703262,-1.7475048313555113,1
2020-02-26,-1.7344495977626613,-1.7335749901350166,-1.7466852133399648,-1.7231210418970375,1.3749553956050664,-0.5340780991740305,-1.689026131185319,-1.7251186359960766,-1.7587909383473799,0.202177311273202,-0.7934241039879324,-0.3487346521140239,-0.2989159164035656,-1.8155414670648853,-1.7532837451589842,0
2020-02-27,-1.7224897189210084,-1.7365533446963621,-1.7558463153959603,-1.7380167156566877,1.4121371397308489,-0.38567576685462035,-1.7002631962963186,-1.736733899501226,-1.7589462753407092,-0.4043546120557952,-0.7250834489806378,-0.3811508303799035,-0.31810512066890334,-1.8151899001757543,-1.75399585815148,0
2020-03-02,-1.7882690192545863,-1.7544228634398886,-1.7985975806970538,-1.7678076590720895,2.3114602902126773,-0.7774434727917637,-1.7168229909441635,-1.751405776381912,-1.7617424255054994,0.40435467874984504,-0.8702064438005213,-0.4294879565725203,-0.3434040384136647,-1.8089439311363864,-1.766725123632676,0
2020-03-03,-1.7254791015894766,-1.7365527448882245,-1.7497383401567512,-1.729078745655441,0.8545053821220971,1.0269433798173584,-1.7197800985638356,-1.7599643643186609,-1.7609656878608155,-0.13478491309877283,-0.7207191650087905,-0.4317348678542358,-0.3641020061019228,-1.8103636211440426,-1.7635301959161913,1
2020-03-04,-1.7045494522940787,-1.7246397514396086,-1.7436312028873067,-1.7112042200165896,0.5297881579326706,0.46426111121703034,-1.721554315001715,-1.7608813358927495,-1.7623637629432103,-0.20217734535914328,-0.7493299142041848,-0.4155267336455971,-0.3773217157654563,-1.8105696391406365,-1.7662940539391698,1
2020-03-05,-1.6866097140209961,-1.7008134636698966,-1.7069871477451575,-1.6963087483088883,0.28500104566351553,0.3832637903425012,-1.7162315052416635,-1.763020977694198,-1.7637618274899978,-0.26956977200087323,-0.6121132211938834,-0.3875524007537073,-0.38213837317148514,-1.811934425775344,-1.7678045215782268,1
2020-03-06,-1.7165098161903507,-1.7335751008013889,-1.7558463770042556,-1.743975025570937,0.9444929952351019,-1.2169712286350662,-1.7174143563118534,-1.7694399860223615,-1.7691987802906406,-0.6739243318446037,-0.8293896857566431,-0.40435688016652893,-0.3894500116992358,-1.8156975570116387,-1.7753490888126444,0
2020-03-09,-1.7912594323000848,-1.7961195731121742,-1.8138664399192175,-1.8005784646264373,2.6949727300424495,-1.4818489141117834,-1.7239200572536981,-1.7813609689117365,-1.7761891240957934,-0.2695697227160384,-0.9561344862219671,-0.46385884658343773,-0.4075450837637112,-1.8091732632045732,-1.797339417923922,0
