Date,Open,High,Low,Close,Volume,Outlier_Column
2021/1/25,596.6770089,600.3946227,581.8065538,588.3123779,93050133,Volume
2021/1/26,587.3828204,594.818046,566.9359501,573.4417725,100153482,Volume
2021/1/28,557.6420687,565.0772963,555.7832618,558.5714722,96447533,Volume
2021/1/29,575.3007637,575.3007637,549.2774658,549.2774658,90745237,Volume
2021/2/2,584.5947852,592.9594164,578.0889609,587.3829956,78429188,Volume
2021/2/17,616.194519,620.8415365,613.4063085,616.194519,107614290,Volume
2021/2/26,567.8654002,574.3712231,563.2183838,563.2183838,111861175,Volume
2021/3/5,546.4892273,562.289086,542.7716136,558.5714722,79918467,Volume
2021/3/24,532.8625179,543.1278203,532.8625179,537.5285645,107253959,Volume
2021/5/12,529.1296944,532.8625317,483.4024368,522.597229,131741482,Volume
2022/1/4,609.9640888,620.3665771,609.0184081,620.3665771,79434666,Volume
2022/1/14,636.4431172,636.4431172,625.0949487,635.4974365,95200777,Volume
2022/2/25,567.4084998,575.9196273,567.4084998,571.1912231,89012516,Volume
2022/3/7,548.4948815,549.4405624,543.7664774,544.7121582,86496560,Volume
2022/3/8,530.5267907,539.0379157,530.5267907,532.4181519,79029914,Volume
2022/10/11,392.1013576,396.4260049,385.3741284,385.8546448,95793819,Volume
2022/10/25,365.1924466,367.5950285,356.5431519,356.5431519,76416687,Volume
2022/11/11,424.2959595,424.7764758,418.0492466,424.2959595,80016195,Volume
2022/11/15,446.8802538,468.0229755,443.9971554,461.2957458,113379796,Volume
2022/11/16,472.3476274,474.7502094,462.7372993,468.0229797,85726375,Volume
2023/1/13,490.0482087,491.9813377,482.3156926,483.2822571,77606949,Volume
2023/1/30,523.8780398,524.8446045,516.1455226,524.8446045,124428936,Volume
2023/5/26,551.9789884,551.9789884,547.1200184,550.0354004,95808471,Volume
2023/5/31,544.2045741,546.1481619,535.4584292,542.2609863,81176782,Volume
2024/1/19,616.8250306,618.7988707,605.9689101,617.8119507,161106401,Volume
2024/2/15,699.7263418,699.7263418,683.9356204,687.8833008,112945296,Volume
2024/3/4,704.6609685,715.5170898,701.7002081,715.5170898,88861397,Volume
2024/3/8,784.6014825,785.5884026,761.9023201,773.7453613,87139744,Volume
2024/4/19,762.4854035,763.476932,739.6802484,743.6463623,130968654,Volume
2024/5/16,844.782302,848.7484161,829.9093742,833.8754883,43927195,Open
2024/5/22,837.841562,857.6721315,835.858505,856.680603,36628342,High
2024/5/22,837.841562,857.6721315,835.858505,856.680603,36628342,Close
2024/5/23,867.5874023,869.5704593,859.6551747,867.5874023,37266618,Open
2024/5/23,867.5874023,869.5704593,859.6551747,867.5874023,37266618,High
2024/5/23,867.5874023,869.5704593,859.6551747,867.5874023,37266618,Low
2024/5/23,867.5874023,869.5704593,859.6551747,867.5874023,37266618,Close
2024/5/24,850.7313955,864.6127935,850.7313955,859.6551514,34136382,Open
2024/5/24,850.7313955,864.6127935,850.7313955,859.6551514,34136382,High
2024/5/24,850.7313955,864.6127935,850.7313955,859.6551514,34136382,Low
2024/5/24,850.7313955,864.6127935,850.7313955,859.6551514,34136382,Close
2024/5/27,864.6128301,870.5620009,858.6636592,861.6382446,26726954,Open
2024/5/27,864.6128301,870.5620009,858.6636592,861.6382446,26726954,High
2024/5/27,864.6128301,870.5620009,858.6636592,861.6382446,26726954,Low
2024/5/27,864.6128301,870.5620009,858.6636592,861.6382446,26726954,Close
2024/5/28,859.6551761,865.6043468,857.6721191,857.6721191,25329216,Open
2024/5/28,859.6551761,865.6043468,857.6721191,857.6721191,25329216,High
2024/5/28,859.6551761,865.6043468,857.6721191,857.6721191,25329216,Low
2024/5/28,859.6551761,865.6043468,857.6721191,857.6721191,25329216,Close
2024/5/29,853.7059819,860.6466809,848.7483397,849.7398682,33436835,Open
2024/5/29,853.7059819,860.6466809,848.7483397,849.7398682,33436835,High
2024/5/29,853.7059819,860.6466809,848.7483397,849.7398682,33436835,Low
2024/5/29,853.7059819,860.6466809,848.7483397,849.7398682,33436835,Close
2024/5/31,830.9009069,838.8331351,814.0449219,814.0449219,77438401,Volume
2024/6/5,833.8754496,849.7399053,827.9262788,846.7653198,31975446,High
2024/6/5,833.8754496,849.7399053,827.9262788,846.7653198,31975446,Close
2024/6/6,885.4349242,891.384095,877.5026964,886.4264526,62925136,Open
2024/6/6,885.4349242,891.384095,877.5026964,886.4264526,62925136,High
2024/6/6,885.4349242,891.384095,877.5026964,886.4264526,62925136,Low
2024/6/6,885.4349242,891.384095,877.5026964,886.4264526,62925136,Close
2024/6/7,877.5026987,880.4772841,871.5535278,871.5535278,41075399,Open
2024/6/7,877.5026987,880.4772841,871.5535278,871.5535278,41075399,High
2024/6/7,877.5026987,880.4772841,871.5535278,871.5535278,41075399,Low
2024/6/7,877.5026987,880.4772841,871.5535278,871.5535278,41075399,Close
2024/6/11,884.4434097,887.4179952,875.5196533,875.5196533,48228488,Open
2024/6/11,884.4434097,887.4179952,875.5196533,875.5196533,48228488,High
2024/6/11,884.4434097,887.4179952,875.5196533,875.5196533,48228488,Low
2024/6/11,884.4434097,887.4179952,875.5196533,875.5196533,48228488,Close
2024/6/12,880.4772796,906.2570198,880.4772796,901.2993774,48106925,Open
2024/6/12,880.4772796,906.2570198,880.4772796,901.2993774,48106925,High
2024/6/12,880.4772796,906.2570198,880.4772796,901.2993774,48106925,Low
2024/6/12,880.4772796,906.2570198,880.4772796,901.2993774,48106925,Close
2024/6/13,918.7180155,930.662345,906.7736859,914.7365723,55857091,Open
2024/6/13,918.7180155,930.662345,906.7736859,914.7365723,55857091,High
2024/6/13,918.7180155,930.662345,906.7736859,914.7365723,55857091,Low
2024/6/13,918.7180155,930.662345,906.7736859,914.7365723,55857091,Close
2024/6/14,911.7504915,917.7226563,900.8015227,917.7226563,38408123,Open
2024/6/14,911.7504915,917.7226563,900.8015227,917.7226563,38408123,High
2024/6/14,911.7504915,917.7226563,900.8015227,917.7226563,38408123,Low
2024/6/14,911.7504915,917.7226563,900.8015227,917.7226563,38408123,Close
2024/6/17,908.7644085,920.7087381,908.7644085,916.7272949,26292426,Open
2024/6/17,908.7644085,920.7087381,908.7644085,916.7272949,26292426,High
2024/6/17,908.7644085,920.7087381,908.7644085,916.7272949,26292426,Low
2024/6/17,908.7644085,920.7087381,908.7644085,916.7272949,26292426,Close
2024/6/18,939.620605,945.5927698,935.6391617,938.6252441,37876013,Open
2024/6/18,939.620605,945.5927698,935.6391617,938.6252441,37876013,High
2024/6/18,939.620605,945.5927698,935.6391617,938.6252441,37876013,Low
2024/6/18,939.620605,945.5927698,935.6391617,938.6252441,37876013,Close
2024/6/19,948.5788121,979.4349959,948.5788121,976.4489136,72228052,Open
2024/6/19,948.5788121,979.4349959,948.5788121,976.4489136,72228052,High
2024/6/19,948.5788121,979.4349959,948.5788121,976.4489136,72228052,Low
2024/6/19,948.5788121,979.4349959,948.5788121,976.4489136,72228052,Close
2024/6/20,966.4953059,976.4489136,966.4953059,976.4489136,48225374,Open
2024/6/20,966.4953059,976.4489136,966.4953059,976.4489136,48225374,High
2024/6/20,966.4953059,976.4489136,966.4953059,976.4489136,48225374,Low
2024/6/20,966.4953059,976.4489136,966.4953059,976.4489136,48225374,Close
2024/6/21,956.5416921,973.4628251,955.5463313,965.499939,88376132,Open
2024/6/21,956.5416921,973.4628251,955.5463313,965.499939,88376132,High
2024/6/21,956.5416921,973.4628251,955.5463313,965.499939,88376132,Low
2024/6/21,956.5416921,973.4628251,955.5463313,965.499939,88376132,Close
2024/6/21,956.5416921,973.4628251,955.5463313,965.499939,88376132,Volume
2024/6/24,953.5556547,955.5463763,935.6391602,935.6391602,66391994,Open
2024/6/24,953.5556547,955.5463763,935.6391602,935.6391602,66391994,High
2024/6/24,953.5556547,955.5463763,935.6391602,935.6391602,66391994,Low
2024/6/24,953.5556547,955.5463763,935.6391602,935.6391602,66391994,Close
2024/6/25,920.7087506,940.6159668,918.7180289,940.6159668,57368432,Open
2024/6/25,920.7087506,940.6159668,918.7180289,940.6159668,57368432,High
2024/6/25,920.7087506,940.6159668,918.7180289,940.6159668,57368432,Low
2024/6/25,920.7087506,940.6159668,918.7180289,940.6159668,57368432,Close
2024/6/26,946.5881393,955.5463867,946.5881393,955.5463867,44967166,Open
2024/6/26,946.5881393,955.5463867,946.5881393,955.5463867,44967166,High
2024/6/26,946.5881393,955.5463867,946.5881393,955.5463867,44967166,Low
2024/6/26,946.5881393,955.5463867,946.5881393,955.5463867,44967166,Close
2024/6/27,946.5881393,956.5417475,944.5974177,955.5463867,39729446,Open
2024/6/27,946.5881393,956.5417475,944.5974177,955.5463867,39729446,High
2024/6/27,946.5881393,956.5417475,944.5974177,955.5463867,39729446,Low
2024/6/27,946.5881393,956.5417475,944.5974177,955.5463867,39729446,Close
2024/6/28,951.5649465,966.4953588,950.5695856,961.5185547,39138210,Open
2024/6/28,951.5649465,966.4953588,950.5695856,961.5185547,39138210,High
2024/6/28,951.5649465,966.4953588,950.5695856,961.5185547,39138210,Low
2024/6/28,951.5649465,966.4953588,950.5695856,961.5185547,39138210,Close
2024/7/1,963.5092163,972.4674632,960.523134,963.5092163,19935737,Open
2024/7/1,963.5092163,972.4674632,960.523134,963.5092163,19935737,High
2024/7/1,963.5092163,972.4674632,960.523134,963.5092163,19935737,Low
2024/7/1,963.5092163,972.4674632,960.523134,963.5092163,19935737,Close
2024/7/2,962.5139125,966.4953557,954.5510259,955.5463867,25427569,Open
2024/7/2,962.5139125,966.4953557,954.5510259,955.5463867,25427569,High
2024/7/2,962.5139125,966.4953557,954.5510259,955.5463867,25427569,Low
2024/7/2,962.5139125,966.4953557,954.5510259,955.5463867,25427569,Close
2024/7/3,971.4721086,974.4581909,962.5138617,974.4581909,24070411,Open
2024/7/3,971.4721086,974.4581909,962.5138617,974.4581909,24070411,High
2024/7/3,971.4721086,974.4581909,962.5138617,974.4581909,24070411,Low
2024/7/3,971.4721086,974.4581909,962.5138617,974.4581909,24070411,Close
2024/7/4,995.3607815,1005.314389,992.3746992,1000.337585,41893299,Open
2024/7/4,995.3607815,1005.314389,992.3746992,1000.337585,41893299,High
2024/7/4,995.3607815,1005.314389,992.3746992,1000.337585,41893299,Low
2024/7/4,995.3607815,1005.314389,992.3746992,1000.337585,41893299,Close
2024/7/5,1000.337585,1005.314389,995.3607815,1000.337585,19998094,Open
2024/7/5,1000.337585,1005.314389,995.3607815,1000.337585,19998094,High
2024/7/5,1000.337585,1005.314389,995.3607815,1000.337585,19998094,Low
2024/7/5,1000.337585,1005.314389,995.3607815,1000.337585,19998094,Close
2024/7/8,1000.337542,1045.128775,995.3607384,1030.198364,40146763,Open
2024/7/8,1000.337542,1045.128775,995.3607384,1030.198364,40146763,High
2024/7/8,1000.337542,1045.128775,995.3607384,1030.198364,40146763,Low
2024/7/8,1000.337542,1045.128775,995.3607384,1030.198364,40146763,Close
2024/7/9,1025.221563,1050.105582,1020.24476,1035.175171,46373121,Open
2024/7/9,1025.221563,1050.105582,1020.24476,1035.175171,46373121,High
2024/7/9,1025.221563,1050.105582,1020.24476,1035.175171,46373121,Low
2024/7/9,1025.221563,1050.105582,1020.24476,1035.175171,46373121,Close
2024/7/10,1015.267959,1045.128781,1010.291155,1040.151978,46206302,Open
2024/7/10,1015.267959,1045.128781,1010.291155,1040.151978,46206302,High
2024/7/10,1015.267959,1045.128781,1010.291155,1040.151978,46206302,Low
2024/7/10,1015.267959,1045.128781,1010.291155,1040.151978,46206302,Close
2024/7/11,1060.059213,1074.989624,1050.105605,1074.989624,41724336,Open
2024/7/11,1060.059213,1074.989624,1050.105605,1074.989624,41724336,High
2024/7/11,1060.059213,1074.989624,1050.105605,1074.989624,41724336,Low
2024/7/11,1060.059213,1074.989624,1050.105605,1074.989624,41724336,Close
2024/7/12,1025.221563,1040.151975,1020.24476,1035.175171,68983062,Open
2024/7/12,1025.221563,1040.151975,1020.24476,1035.175171,68983062,High
2024/7/12,1025.221563,1040.151975,1020.24476,1035.175171,68983062,Low
2024/7/12,1025.221563,1040.151975,1020.24476,1035.175171,68983062,Close
2024/7/15,1035.175171,1040.151975,1020.24476,1035.175171,38393309,Open
2024/7/15,1035.175171,1040.151975,1020.24476,1035.175171,38393309,High
2024/7/15,1035.175171,1040.151975,1020.24476,1035.175171,38393309,Low
2024/7/15,1035.175171,1040.151975,1020.24476,1035.175171,38393309,Close
2024/7/16,1035.17518,1065.036002,1030.198376,1050.105591,32125609,Open
2024/7/16,1035.17518,1065.036002,1030.198376,1050.105591,32125609,High
2024/7/16,1035.17518,1065.036002,1030.198376,1050.105591,32125609,Low
2024/7/16,1035.17518,1065.036002,1030.198376,1050.105591,32125609,Close
2024/7/17,1030.198361,1040.151969,1015.26795,1025.221558,54022399,Open
2024/7/17,1030.198361,1040.151969,1015.26795,1025.221558,54022399,High
2024/7/17,1030.198361,1040.151969,1015.26795,1025.221558,54022399,Low
2024/7/17,1030.198361,1040.151969,1015.26795,1025.221558,54022399,Close
2024/7/18,983.4164522,1000.337585,981.4257306,1000.337585,81990095,Open
2024/7/18,983.4164522,1000.337585,981.4257306,1000.337585,81990095,High
2024/7/18,983.4164522,1000.337585,981.4257306,1000.337585,81990095,Low
2024/7/18,983.4164522,1000.337585,981.4257306,1000.337585,81990095,Close
2024/7/18,983.4164522,1000.337585,981.4257306,1000.337585,81990095,Volume
2024/7/19,983.4164327,990.383958,965.499939,965.499939,92507621,Open
2024/7/19,983.4164327,990.383958,965.499939,965.499939,92507621,High
2024/7/19,983.4164327,990.383958,965.499939,965.499939,92507621,Low
2024/7/19,983.4164327,990.383958,965.499939,965.499939,92507621,Close
2024/7/19,983.4164327,990.383958,965.499939,965.499939,92507621,Volume
2024/7/22,959.527819,960.5231798,933.648438,934.6437988,83062356,Open
2024/7/22,959.527819,960.5231798,933.648438,934.6437988,83062356,High
2024/7/22,959.527819,960.5231798,933.648438,934.6437988,83062356,Low
2024/7/22,959.527819,960.5231798,933.648438,934.6437988,83062356,Close
2024/7/22,959.527819,960.5231798,933.648438,934.6437988,83062356,Volume
2024/7/23,958.5324186,974.4581909,951.5648933,974.4581909,47213266,Open
2024/7/23,958.5324186,974.4581909,951.5648933,974.4581909,47213266,High
2024/7/23,958.5324186,974.4581909,951.5648933,974.4581909,47213266,Low
2024/7/23,958.5324186,974.4581909,951.5648933,974.4581909,47213266,Close
2024/7/26,910.7551317,925.6855437,910.7551317,919.7133789,82081735,Open
2024/7/26,910.7551317,925.6855437,910.7551317,919.7133789,82081735,High
2024/7/26,910.7551317,925.6855437,910.7551317,919.7133789,82081735,Low
2024/7/26,910.7551317,925.6855437,910.7551317,919.7133789,82081735,Close
2024/7/26,910.7551317,925.6855437,910.7551317,919.7133789,82081735,Volume
2024/7/29,937.6298838,943.6020487,931.657719,939.6206055,40809258,Open
2024/7/29,937.6298838,943.6020487,931.657719,939.6206055,40809258,High
2024/7/29,937.6298838,943.6020487,931.657719,939.6206055,40809258,Low
2024/7/29,937.6298838,943.6020487,931.657719,939.6206055,40809258,Close
2024/7/30,925.6855521,944.5974074,921.7041088,935.6391602,41761392,Open
2024/7/30,925.6855521,944.5974074,921.7041088,935.6391602,41761392,High
2024/7/30,925.6855521,944.5974074,921.7041088,935.6391602,41761392,Low
2024/7/30,925.6855521,944.5974074,921.7041088,935.6391602,41761392,Close
2024/7/31,924.6901882,935.639157,923.6948274,929.6669922,39894991,Open
2024/7/31,924.6901882,935.639157,923.6948274,929.6669922,39894991,High
2024/7/31,924.6901882,935.639157,923.6948274,929.6669922,39894991,Low
2024/7/31,924.6901882,935.639157,923.6948274,929.6669922,39894991,Close
2024/8/1,964.5046341,964.5046341,943.6020569,955.5463867,47382270,Open
2024/8/1,964.5046341,964.5046341,943.6020569,955.5463867,47382270,High
2024/8/1,964.5046341,964.5046341,943.6020569,955.5463867,47382270,Low
2024/8/1,964.5046341,964.5046341,943.6020569,955.5463867,47382270,Close
2024/8/2,913.7412028,923.6948107,898.810791,898.810791,76144485,Open
2024/8/2,913.7412028,923.6948107,898.810791,898.810791,76144485,High
2024/8/2,913.7412028,923.6948107,898.810791,898.810791,76144485,Low
2024/8/2,913.7412028,923.6948107,898.810791,898.810791,76144485,Close
2024/8/2,913.7412028,923.6948107,898.810791,898.810791,76144485,Volume
2024/8/5,848.0474049,853.0242089,809.2283336,811.2190552,144057989,Open
2024/8/5,848.0474049,853.0242089,809.2283336,811.2190552,144057989,High
2024/8/5,848.0474049,853.0242089,809.2283336,811.2190552,144057989,Volume
2024/8/6,863.9731512,890.8478921,836.1030495,875.9174805,102930842,Open
2024/8/6,863.9731512,890.8478921,836.1030495,875.9174805,102930842,High
2024/8/6,863.9731512,890.8478921,836.1030495,875.9174805,102930842,Close
2024/8/6,863.9731512,890.8478921,836.1030495,875.9174805,102930842,Volume
2024/8/7,896.8200784,915.7319336,888.8571921,915.7319336,59158704,Open
2024/8/7,896.8200784,915.7319336,888.8571921,915.7319336,59158704,High
2024/8/7,896.8200784,915.7319336,888.8571921,915.7319336,59158704,Low
2024/8/7,896.8200784,915.7319336,888.8571921,915.7319336,59158704,Close
2024/8/8,896.8200656,900.8015088,882.8850147,891.8432617,38236391,Open
2024/8/8,896.8200656,900.8015088,882.8850147,891.8432617,38236391,High
2024/8/8,896.8200656,900.8015088,882.8850147,891.8432617,38236391,Low
2024/8/8,896.8200656,900.8015088,882.8850147,891.8432617,38236391,Close
2024/8/9,922.6994666,929.6669922,917.7226625,929.6669922,49494621,Open
2024/8/9,922.6994666,929.6669922,917.7226625,929.6669922,49494621,High
2024/8/9,922.6994666,929.6669922,917.7226625,929.6669922,49494621,Low
2024/8/9,922.6994666,929.6669922,917.7226625,929.6669922,49494621,Close
2024/8/12,937.6298818,943.6020466,926.6809129,935.6391602,38331663,Open
2024/8/12,937.6298818,943.6020466,926.6809129,935.6391602,38331663,High
2024/8/12,937.6298818,943.6020466,926.6809129,935.6391602,38331663,Low
2024/8/12,937.6298818,943.6020466,926.6809129,935.6391602,38331663,Close
2024/8/13,940.6159647,940.6159647,932.6530782,936.6345215,25764381,Open
2024/8/13,940.6159647,940.6159647,932.6530782,936.6345215,25764381,High
2024/8/13,940.6159647,940.6159647,932.6530782,936.6345215,25764381,Low
2024/8/13,940.6159647,940.6159647,932.6530782,936.6345215,25764381,Close
2024/8/14,946.5881332,950.5695765,940.6159683,943.6020508,36780856,Open
2024/8/14,946.5881332,950.5695765,940.6159683,943.6020508,36780856,High
2024/8/14,946.5881332,950.5695765,940.6159683,943.6020508,36780856,Low
2024/8/14,946.5881332,950.5695765,940.6159683,943.6020508,36780856,Close
2024/8/15,940.6159658,945.5927698,936.6345225,938.6252441,19476402,Open
2024/8/15,940.6159658,945.5927698,936.6345225,938.6252441,19476402,High
2024/8/15,940.6159658,945.5927698,936.6345225,938.6252441,19476402,Low
2024/8/15,940.6159658,945.5927698,936.6345225,938.6252441,19476402,Close
2024/8/16,958.5324131,964.5045776,953.5556093,964.5045776,44062316,Open
2024/8/16,958.5324131,964.5045776,953.5556093,964.5045776,44062316,High
2024/8/16,958.5324131,964.5045776,953.5556093,964.5045776,44062316,Low
2024/8/16,958.5324131,964.5045776,953.5556093,964.5045776,44062316,Close
2024/8/19,964.5045799,970.4767445,959.5277761,968.4860229,21348863,Open
2024/8/19,964.5045799,970.4767445,959.5277761,968.4860229,21348863,High
2024/8/19,964.5045799,970.4767445,959.5277761,968.4860229,21348863,Low
2024/8/19,964.5045799,970.4767445,959.5277761,968.4860229,21348863,Close
2024/8/20,972.467466,972.467466,963.5092191,968.4860229,24039959,Open
2024/8/20,972.467466,972.467466,963.5092191,968.4860229,24039959,High
2024/8/20,972.467466,972.467466,963.5092191,968.4860229,24039959,Low
2024/8/20,972.467466,972.467466,963.5092191,968.4860229,24039959,Close
2024/8/21,956.5417465,959.527829,951.5649424,953.5556641,29758188,Open
2024/8/21,956.5417465,959.527829,951.5649424,953.5556641,29758188,High
2024/8/21,956.5417465,959.527829,951.5649424,953.5556641,29758188,Low
2024/8/21,956.5417465,959.527829,951.5649424,953.5556641,29758188,Close
2024/8/22,953.5556605,959.5278254,943.6020523,946.5881348,24349754,Open
2024/8/22,953.5556605,959.5278254,943.6020523,946.5881348,24349754,High
2024/8/22,953.5556605,959.5278254,943.6020523,946.5881348,24349754,Low
2024/8/22,953.5556605,959.5278254,943.6020523,946.5881348,24349754,Close
2024/8/23,939.620608,947.5834946,934.643804,944.5974121,27592153,Open
2024/8/23,939.620608,947.5834946,934.643804,944.5974121,27592153,High
2024/8/23,939.620608,947.5834946,934.643804,944.5974121,27592153,Low
2024/8/23,939.620608,947.5834946,934.643804,944.5974121,27592153,Close
2024/8/26,952.5602991,956.5417424,940.6159694,945.5927734,25057581,Open
2024/8/26,952.5602991,956.5417424,940.6159694,945.5927734,25057581,High
2024/8/26,952.5602991,956.5417424,940.6159694,945.5927734,25057581,Low
2024/8/26,952.5602991,956.5417424,940.6159694,945.5927734,25057581,Close
2024/8/27,940.6159652,941.6113261,935.6391612,937.6298828,18693037,Open
2024/8/27,940.6159652,941.6113261,935.6391612,937.6298828,18693037,High
2024/8/27,940.6159652,941.6113261,935.6391612,937.6298828,18693037,Low
2024/8/27,940.6159652,941.6113261,935.6391612,937.6298828,18693037,Close
2024/8/28,940.6159764,959.527832,938.6252548,959.527832,31059233,Open
2024/8/28,940.6159764,959.527832,938.6252548,959.527832,31059233,High
2024/8/28,940.6159764,959.527832,938.6252548,959.527832,31059233,Low
2024/8/28,940.6159764,959.527832,938.6252548,959.527832,31059233,Close
2024/8/29,937.6298833,942.6066874,932.6530793,938.6252441,43530708,Open
2024/8/29,937.6298833,942.6066874,932.6530793,938.6252441,43530708,High
2024/8/29,937.6298833,942.6066874,932.6530793,938.6252441,43530708,Low
2024/8/29,937.6298833,942.6066874,932.6530793,938.6252441,43530708,Close
2024/8/30,939.6206055,947.583492,936.634523,939.6206055,63834981,Open
2024/8/30,939.6206055,947.583492,936.634523,939.6206055,63834981,High
2024/8/30,939.6206055,947.583492,936.634523,939.6206055,63834981,Low
2024/8/30,939.6206055,947.583492,936.634523,939.6206055,63834981,Close
2024/9/2,945.5927724,950.5695765,938.6252467,943.6020508,18646835,Open
2024/9/2,945.5927724,950.5695765,938.6252467,943.6020508,18646835,High
2024/9/2,945.5927724,950.5695765,938.6252467,943.6020508,18646835,Low
2024/9/2,945.5927724,950.5695765,938.6252467,943.6020508,18646835,Close
2024/9/3,943.6020466,947.5834899,934.6437993,935.6391602,19547575,Open
2024/9/3,943.6020466,947.5834899,934.6437993,935.6391602,19547575,High
2024/9/3,943.6020466,947.5834899,934.6437993,935.6391602,19547575,Low
2024/9/3,943.6020466,947.5834899,934.6437993,935.6391602,19547575,Close
2024/9/4,889.8525363,900.8015049,883.8803716,884.8757324,79709021,Open
2024/9/4,889.8525363,900.8015049,883.8803716,884.8757324,79709021,High
2024/9/4,889.8525363,900.8015049,883.8803716,884.8757324,79709021,Low
2024/9/4,889.8525363,900.8015049,883.8803716,884.8757324,79709021,Close
2024/9/4,889.8525363,900.8015049,883.8803716,884.8757324,79709021,Volume
2024/9/5,902.7922336,910.7551199,895.8247081,897.8154297,30512026,Open
2024/9/5,902.7922336,910.7551199,895.8247081,897.8154297,30512026,High
2024/9/5,902.7922336,910.7551199,895.8247081,897.8154297,30512026,Low
2024/9/5,902.7922336,910.7551199,895.8247081,897.8154297,30512026,Close
2024/9/6,904.7829638,913.7412109,898.810799,913.7412109,24458336,Open
