Date,Open,High,Low,Close,Volume,Return,MA5,MA10,MA20,Price_Change,RSI,MACD,MACD_Signal,BB_Upper,BB_Lower,Target
2020-02-07,296.9748659831721,297.4248279013285,293.3751706379216,295.1750183105469,28798327.0,-1.3534018779813861,293.0152221679688,293.8251586914063,298.72974700927733,-1.7998476726252193,43.065736431498955,-1.5022720599906734,-1.4255521274563803,313.7398783286016,283.71961568995306,0
2020-02-10,289.3255239239176,295.1750290732347,288.8755619893547,294.7250671386719,30632424.0,-0.15243538374294374,295.2650390625,293.19521179199216,298.21229400634763,5.39954321475426,41.044854683620166,-1.4145109607973154,-1.4233233371624947,313.0136122211301,283.4109757915652,0
2020-02-11,297.4248746063555,299.2247225616133,296.974912617541,298.3247985839844,27524935.0,1.2213862499923733,296.4349365234375,293.0602233886719,297.85232696533205,0.8999239776288732,42.753619270931374,-1.0882543661707018,-1.3558113927398632,312.2495737635118,283.4550801671523,1
2020-02-12,300.12460154063666,302.37441114738806,299.6746396192864,301.4744873046875,37612639.0,1.0557917865538835,297.7848205566406,293.2402038574219,297.98731384277346,1.349885764050839,41.9117863403225,-0.6083420697407291,-1.2054298320879562,312.4713388036849,283.50328888186203,1
2020-02-13,304.1742588327892,304.1742588327892,301.4744873046875,301.4744873046875,22757021.0,0.0,298.2347717285156,294.9050659179687,298.2347885131836,-2.699771528101678,45.967756050389646,-0.2284244102141315,-1.009101613916055,312.7826064031102,283.686970623257,0
2020-02-14,303.2743349900886,303.2743349900886,301.0245253833372,301.4744873046875,16933683.0,0.0,299.4946655273437,296.25494384765625,298.4822631835938,-1.7998476854011187,50.44246406629998,0.06969911231203696,-0.7925232587782624,313.07593630321514,283.8885900639724,0
2020-02-17,298.3247985839844,299.67468455042774,297.4248746063555,298.3247985839844,15937079.0,-1.044761282741602,300.21461181640626,297.7398254394531,298.21228790283203,0.0,48.71795912239341,0.07979619242166791,-0.6175304853331168,312.59590958187266,283.8286662237914,0
2020-02-18,292.02529182197145,293.8251395373611,289.7754821777344,289.7754821777344,61825604.0,-2.8657746345023383,298.50474853515624,297.4698425292969,297.4248550415039,-2.249809644237075,41.9117863403225,-0.5192625422999981,-0.5978292620915837,311.8473245586295,283.0023855243783,0
2020-02-19,290.2254389110057,294.275096198136,289.77547699021346,293.8251342773437,38781218.0,1.3975137127458792,296.9748779296875,297.3798492431641,296.7499069213867,3.5996953663379827,58.928543313523576,-0.6907454758976428,-0.6164485197348868,310.4680327208787,283.0317811218947,1
2020-02-20,295.17507245463713,296.0749964560232,292.47530045047887,292.9252624511719,27011736.0,-0.30626101078283785,295.26503295898436,296.74990234375,295.8274856567383,-2.2498100034652566,55.140141894500125,-0.8813778282600992,-0.6695165001621479,307.77159985026344,283.88337146321317,0
