Date,Open,High,Low,Close,Volume
2020-03-26,253.970779309954,254.42510986328125,250.3361348833357,254.42510986328125,52845633.0
2020-03-27,258.0597558772608,259.8770781017485,248.06448364257807,248.06448364257807,68752306.0
2020-03-30,239.4321591956593,244.42979439708677,238.5234982499452,243.0668029785156,49159956.0
2020-03-31,248.06443781052192,248.9730987548828,244.8841245052588,248.9730987548828,48837923.0
2020-04-01,251.2447667973696,251.2447667973696,246.7014617919922,246.7014617919922,44515034.0
2020-04-06,248.0644830887201,250.3361358642578,245.3384997580748,250.3361358642578,56392754.0
2020-04-07,257.60539250997266,258.0597230082266,254.8794095204492,257.15106201171875,48787346.0
2020-04-08,258.9683532714844,259.4226837158203,257.1510314941406,258.9683532714844,37912826.0
2020-04-09,261.24003649600405,261.694366994258,256.69673151346484,257.15106201171875,27620430.0
2020-04-10,254.4251252585532,256.24244758182857,253.51646409691557,253.9707946777344,27252858.0
2020-04-13,253.0620880126953,255.7880710074461,253.0620880126953,253.0620880126953,22196596.0
2020-04-14,255.33370971679688,259.4226837158203,254.425048828125,258.9683532714844,48809688.0
2020-04-15,260.78575121008834,262.1487429411515,259.8770900560462,261.2400817871094,55216434.0
2020-04-16,257.1510767112852,262.1487124777589,257.1510767112852,260.3313903808594,47815280.0
2020-04-17,275.7787156968482,280.3220223804866,273.0527316866652,278.50469970703125,116368201.0
2020-04-20,279.8675846300627,280.77624561912137,274.86994919024016,276.2329406738281,41381669.0
2020-04-21,273.05265921899826,273.961320314569,266.6920315500033,268.0550231933594,61479357.0
2020-04-22,267.6006928528247,268.05502340096194,263.9660484677269,267.1463623046875,42192580.0
2020-04-23,272.59831307503174,272.59831307503174,267.1463468135311,268.50933837890625,39474478.0
2020-04-24,268.50935394909914,269.87234559351083,267.1463623046875,267.1463623046875,26008090.0
2020-04-27,270.781005859375,271.2353364061189,268.9636836723993,270.781005859375,38493406.0
2020-04-28,271.23532135370004,271.23532135370004,267.6006771814561,269.4179992675781,37395165.0
2020-04-29,271.68963623046875,273.9612887073121,270.7809752397314,271.68963623046875,44059301.0
2020-04-30,274.4155429783713,277.14152519338825,273.9612126092018,276.68719482421875,55126085.0
2020-05-04,267.60069264557404,269.41801483671543,267.14636209778865,268.0550231933594,71581861.0
2020-05-05,269.4179994224897,270.78099098786487,268.05500785711456,268.50933837890625,23547405.0
2020-05-06,267.6006317138672,268.963623046875,265.78330993652344,268.963623046875,34240479.0
2020-05-07,267.600677028624,271.689651720063,267.600677028624,270.32666015625,27621198.0
2020-05-08,272.5983127626051,272.5983127626051,268.963668592437,270.32666015625,32295893.0
2020-05-11,272.5983274339441,273.96131907111385,271.2353357967744,273.5069885253906,28727019.0
2020-05-12,270.3266759322861,271.2353370278569,268.0550231933594,268.0550231933594,52089788.0
2020-05-13,266.2376704874263,269.872314453125,265.783339991714,269.872314453125,26156418.0
2020-05-14,266.2376708984375,268.0549928840924,265.7833404020238,266.2376708984375,34315948.0
2020-05-15,270.3266753126311,271.2353364061189,267.6006920321676,270.781005859375,42494804.0
2020-05-18,264.4203186035156,266.6919708251953,263.5116577148437,263.5116577148437,84986065.0
2020-05-19,267.1463474384916,267.1463474384916,264.87469482421875,264.87469482421875,51250214.0
2020-05-20,266.23770120841306,267.1463623046875,264.42037901586417,267.1463623046875,32677994.0
2020-05-21,268.963668592437,270.780990677521,268.055007549895,270.32666015625,30997468.0
2020-05-22,267.6006317138672,268.0549621582031,264.4203186035156,265.3289794921875,40192923.0
2020-05-25,263.9659881591797,266.2376403808594,262.14866638183594,265.3289794921875,26803223.0
2020-05-26,268.05500785711456,270.3266604660731,266.6920162917394,268.50933837890625,33856481.0
2020-05-27,269.8723297891086,270.78099083216955,268.50933822451714,269.4179992675781,23375959.0
2020-05-28,271.2353372379225,271.2353372379225,266.23770120841306,267.1463623046875,28444568.0
2020-05-29,265.3289794921875,265.78330993652344,263.5116577148437,265.3289794921875,79774181.0
2020-06-01,267.1463468135311,269.4179994224897,266.6920162917394,268.50933837890625,35811214.0
2020-06-02,268.96366874604763,270.3266603106391,268.96366874604763,269.4179992675781,24771587.0
2020-06-03,272.5983274339441,273.5069885253906,270.7810052510512,273.5069885253906,65176337.0
2020-06-04,277.1416622984643,278.0503234863281,276.2330011106005,278.0503234863281,46572451.0
2020-06-05,280.3219294907767,283.50224311546947,279.8675989729635,283.04791259765625,42981262.0
2020-06-08,287.13690147159986,289.86288471341885,286.2282403909935,288.9542236328125,50302921.0
2020-06-09,287.5912015430606,289.86285400390625,285.31954908221496,289.86285400390625,36417082.0
2020-06-10,289.8628687658976,294.406173918968,288.95420773528343,293.0431823730469,39984259.0
2020-06-11,295.769134759531,297.1321261639528,289.4085082055626,291.225830078125,50104255.0
2020-06-12,284.41088838215114,288.4998628157604,283.9565578895279,287.1368713378906,45992918.0
2020-06-15,287.13688755805737,288.4998791129215,280.3219297837364,281.2305908203125,51032404.0
2020-06-16,288.0455324203249,288.0455324203249,285.3195494636657,286.22821044921875,36608216.0
2020-06-17,287.59120192754835,288.0455324203249,284.86521897088915,286.22821044921875,34522968.0
2020-06-18,288.06011962890625,288.51808484294264,286.686223986797,288.06011962890625,29044474.0
2020-06-19,287.60215441486986,288.06011962890625,285.7702935587242,288.06011962890625,48130280.0
2020-06-22,288.0601202646891,289.891981124878,285.7702941894531,285.7702941894531,37374616.0
2020-06-23,289.43396616133435,289.8919312976656,286.22821020701576,288.5180358886719,41300084.0
2020-06-24,292.18175673597443,293.097687007874,289.4339659202756,290.807861328125,54147024.0
2020-06-29,287.6021550496419,288.5180854797363,283.9384333292643,285.7702941894531,56580892.0
2020-06-30,287.1441223339532,287.6020874413438,284.8542967969998,286.6861572265625,48991860.0
2020-07-01,288.518035648376,291.2658264640748,287.6021053764764,290.807861328125,29532342.0
2020-07-02,292.18174421417046,294.9295349121094,291.26581398152416,294.9295349121094,34526178.0
2020-07-03,299.5092765101894,302.7150332924086,299.0513112555867,301.7991027832031,53341987.0
2020-07-06,304.54682547665203,309.5844421386719,304.0888603255593,309.5844421386719,57256220.0
2020-07-07,314.6220401555432,316.911865775307,309.58442379206286,310.0423889160156,59046323.0
2020-07-08,309.126488693998,313.70614037835355,309.126488693998,312.3322448730469,30720218.0
2020-07-09,316.9119020323823,317.827832385077,314.164110974298,315.9959716796875,35522376.0
2020-07-10,322.8654425250235,323.32340769172566,316.45393019119325,319.20172119140625,60902108.0
2020-07-13,321.4915098289845,324.697265625,321.033544715268,324.697265625,48069523.0
2020-07-14,325.1552660494756,333.39863899157496,324.69730088602563,332.940673828125,61764150.0
2020-07-15,335.2305181834323,338.8942396936338,330.65086629568054,332.48272705078125,73438362.0
2020-07-16,328.8190556879644,330.6509167224377,323.78143784316273,327.4451599121094,68220512.0
2020-07-17,330.6508414868763,337.9782839574996,329.7349111780484,336.1464233398437,65727485.0
2020-07-20,338.89422057104895,338.89422057104895,332.0247431270412,335.2304992675781,42769238.0
2020-07-21,341.184061712758,354.4650520344627,340.26813134574394,350.80133056640625,64219128.0
2020-07-22,348.9693727493286,353.54902331034344,347.1375125249227,351.7171630859375,43759670.0
2020-07-23,349.88536381752743,350.8012940893011,347.1375730022066,349.4273986816406,45209282.0
2020-07-24,357.2128548893904,361.79250687515184,349.88541171217213,353.54913330078125,86682734.0
2020-07-27,385.1486872840405,388.8124084472656,381.4849661208154,388.8124084472656,99333798.0
2020-07-28,424.9916666666667,427.28149245689656,392.4761404454024,398.4296875,166307746.0
2020-07-29,392.0181647567387,395.2239207769457,384.2327572790932,386.5225830078125,85663166.0
2020-07-30,399.80358925393097,403.9252757410849,392.47614661010175,397.5137634277344,69293949.0
2020-07-31,390.1862976576271,395.6818793147767,389.7283325195313,389.7283325195313,49897674.0
2020-08-03,385.1487252895649,388.35448162372296,380.1111081930307,381.0270385742188,76429571.0
2020-08-04,386.0646114147648,389.7283325195313,383.31682058619,389.7283325195313,41223445.0
2020-08-05,394.30797742296767,397.0557682064029,390.18629124781467,392.93408203125,47223834.0
2020-08-06,400.7195132902299,401.1774784482759,394.7659662356322,398.4296875,41029627.0
2020-08-07,397.0558045279346,397.5137697004005,392.0181876308097,396.5978393554688,36589460.0
2020-08-10,391.560192086256,400.7194948251157,391.560192086256,398.88763427734375,36067500.0
2020-08-11,395.6818728146853,398.4296635981206,392.93408203125,392.93408203125,34545313.0
2020-08-12,386.5225403269037,387.8964356124259,383.7747497558594,383.7747497558594,52143474.0
2020-08-13,392.0181517701049,392.93408203125,388.81239585609706,392.93408203125,44352335.0
2020-08-14,388.3544127131513,392.0181335878037,387.43848249448826,391.1022033691406,23419955.0
2020-08-17,391.1022449712644,398.4296875,389.7283494971265,398.4296875,34137731.0
2020-08-18,403.0093517699913,403.4673169424572,395.68190901053697,396.5978393554688,41643160.0
2020-08-19,399.34561888934576,399.80358404862255,391.5602111816406,391.5602111816406,31486800.0
2020-08-20,391.1023106586503,391.5602758936135,367.2881184405591,380.1111450195313,75097235.0
2020-08-21,386.0646175748468,391.1022341742813,384.6907221386373,388.8124084472656,41609467.0
2020-08-24,391.5601928211818,397.97170475041753,389.270367132169,392.0181579589844,48375406.0
2020-08-25,397.0558712589453,399.34569750611337,394.30807976234354,397.9718017578125,35977899.0
2020-08-26,398.8877298691693,404.8412780761719,398.42976462247685,404.8412780761719,39243340.0
2020-08-27,410.3367864935248,415.3744032919944,406.6730651855469,406.6730651855469,53072712.0
2020-08-28,403.00933908045977,403.4673042385058,394.7659662356322,398.4296875,56842210.0
2020-08-31,400.2615243390744,402.5513499931881,390.6442565917969,390.6442565917969,81480538.0
2020-09-01,393.8500359195402,398.4296875,392.0181752873564,398.4296875,37429577.0
2020-09-02,403.9252821149231,403.9252821149231,394.3080134931392,396.5978393554688,34871407.0
2020-09-03,402.55130610334766,402.55130610334766,397.0557251326535,399.3455505371094,34951617.0
2020-09-04,391.1022215089598,396.13983794525785,391.1022215089598,392.93408203125,46119911.0
2020-09-07,392.01817042391065,396.1398567951901,389.2703795097244,390.1863098144531,32019312.0
2020-09-08,392.0182000888196,396.59785195901605,391.5602349018,394.7659912109375,23714670.0
2020-09-09,389.2703429318144,392.0181335878037,387.43848249448826,391.1022033691406,40551362.0
2020-09-10,396.1398617097701,398.4296875,394.3080010775863,398.4296875,35098921.0
2020-09-11,398.8876889852587,399.8036193847656,396.139897786738,399.8036193847656,34298469.0
2020-09-14,399.34570146417946,404.84128451185165,398.8877362102068,403.9253540039063,39085833.0
2020-09-15,403.4673330585608,409.4208805384261,402.5514026770431,407.5890197753906,39061449.0
2020-09-16,421.32798507224,423.159845876902,417.2062982617507,419.4961242675781,64261238.0
2020-09-17,417.1937164000444,419.03563126273775,411.207493096291,413.0494079589844,42058506.0
2020-09-18,411.66793184022646,413.9703251950376,407.9841024725287,408.9050598144531,52454922.0
2020-09-21,408.4446340734309,414.4308575716885,405.2212829589844,405.2212829589844,39463920.0
2020-09-22,405.2212461563215,406.1422035339495,401.5374166458095,402.4583740234375,36130639.0
2020-09-23,401.53743996449685,403.8398335422749,397.8536102400519,399.2350463867188,45710963.0
2020-09-24,391.8673346769725,395.09068525598406,389.56494140625,389.56494140625,79806381.0
2020-09-25,393.2488342860959,394.1697917434405,387.723089542029,390.4859619140625,38775269.0
2020-09-28,393.2488492433055,397.3931579589844,390.9464555123728,397.3931579589844,34156973.0
2020-09-29,398.31414508155774,400.6165389837632,394.16983605758776,396.9327087402344,32230502.0
2020-09-30,396.47217307850616,400.6164815078982,396.47217307850616,398.7745666503906,27334204.0
2020-10-05,403.37935275921245,403.37935275921245,397.3931294876716,398.3140869140625,32945832.0
2020-10-06,406.6027487970728,407.0632275612824,402.918918683396,404.7608337402344,35775395.0
2020-10-07,400.6165315442914,409.8261069820912,400.6165315442914,407.9841918945313,42926239.0
2020-10-08,414.4308532310637,418.1146830375621,413.0494170536269,417.1937255859375,60853811.0
2020-10-12,421.7985573146654,425.4823875095533,421.3380785403044,423.6404724121094,64719223.0
2020-10-13,428.2452025970856,428.2452025970856,420.4170644850958,425.4823303222656,45750738.0
2020-10-14,424.1008574043224,424.56133607685695,420.8775066965805,422.7194213867188,40809241.0
2020-10-15,419.95659794081126,420.41707666662353,414.4308532310637,417.1937255859375,47775028.0
2020-10-16,415.3518332160661,419.9566207240047,413.0494394620968,413.5099182128906,46876801.0
2020-10-19,417.1936439389088,421.33795166015625,415.35172939613216,421.33795166015625,34470906.0
2020-10-20,419.49608431052735,420.8775203730209,415.3517761230469,415.3517761230469,25205638.0
2020-10-21,417.65420431174977,419.95659794081126,415.3518106826883,417.1937255859375,28058921.0
2020-10-22,414.4307364998283,419.0355224609375,413.97025790371737,419.0355224609375,23438547.0
2020-10-23,421.7985107962009,421.7985107962009,415.81228738970464,416.2727661132813,18777385.0
2020-10-26,419.0356652153863,419.0356652153863,414.4308776855469,414.4308776855469,15059581.0
2020-10-27,412.1284169105342,413.0493742667589,410.2865021980849,411.6679382324219,20117660.0
2020-10-28,409.8260171563776,411.66793184022646,407.9841024725287,408.9050598144531,24710230.0
2020-10-29,401.9978953346235,404.7607674675075,401.0769379569955,402.4583740234375,41285612.0
2020-10-30,402.4584251686379,402.4584251686379,397.8536376953125,397.8536376953125,47668895.0
2020-11-02,398.7745717308141,401.0769653320313,394.16978452837975,401.0769653320313,33477443.0
2020-11-03,404.7608366466704,407.9841880192832,403.379400344122,406.1422729492188,30328495.0
2020-11-04,409.3656114027235,415.8123139444987,407.9841751437717,414.4308776855469,37512790.0
2020-11-05,415.8122548105447,415.8122548105447,410.28651056057066,415.3517761230469,34886108.0
2020-11-06,419.0356394730879,419.4961181977836,414.43085222613087,416.7332458496094,30154140.0
2020-11-09,421.79849346331446,423.6404082819316,418.1146638260803,422.2589721679688,39245881.0
2020-11-10,416.27273349804256,418.5751269355317,413.0493826855577,415.3517761230469,34820499.0
2020-11-11,413.0494249873923,420.8775634765625,413.0494249873923,420.8775634765625,36765561.0
2020-11-12,426.40331031766,426.86378905450414,421.3380442123746,421.7985229492188,40100880.0
2020-11-13,422.71945804744576,425.4823303222656,420.4170644850958,425.4823303222656,31037438.0
2020-11-16,432.8499445639366,446.2038258323985,431.9289872350772,445.7433471679688,81994937.0
2020-11-17,462.3205824124212,466.0044117543528,447.1247863769531,447.1247863769531,72413868.0
2020-11-18,451.26920888121697,457.7159118652344,448.04585738920827,457.7159118652344,50387727.0
2020-11-19,459.55778235610654,459.55778235610654,451.2691650390625,451.2691650390625,44220053.0
2020-11-20,447.5853007582367,451.269130394107,447.5853007582367,449.4272155761719,32281453.0
2020-11-23,455.4133954158602,459.09722470132726,453.1110021124434,457.25531005859375,38084006.0
2020-11-24,460.0182031771032,460.47868185896215,452.65054426735975,453.1110229492188,35479226.0
2020-11-25,455.8739153413557,456.3343940437207,448.5062561035156,448.5062561035156,41419632.0
2020-11-26,450.3482666015625,454.49257580341737,449.4273090011503,450.3482666015625,28893033.0
2020-11-27,448.9668302009442,453.11113940279904,448.045872600532,450.3482666015625,32960189.0
2020-11-30,454.0320180521795,454.4924967723136,442.5200500488281,442.5200500488281,119895176.0
2020-12-01,450.80868629922674,451.2691650390625,445.2829414211974,451.2691650390625,37018651.0
2020-12-02,460.0181874063068,460.4786660723792,454.4924434134382,459.5577087402344,50621339.0
2020-12-03,460.0183057880977,460.0183057880977,455.8739967269437,457.7159118652344,35651379.0
2020-12-04,459.09723855960914,465.0834613291928,458.1762812104424,463.2415466308594,51172005.0
2020-12-07,471.5301556420234,474.2930276477384,466.00441163059344,473.3720703125,44271244.0
2020-12-08,473.37212121395663,483.502652990909,468.76733404261466,482.5816955566406,40771761.0
2020-12-09,479.8187845083384,482.58165658804086,478.8978271484375,478.8978271484375,43314115.0
2020-12-10,470.609224498272,474.2930540442467,469.6882671117783,471.5301818847656,42556926.0
2020-12-11,476.1349466013354,476.1349466013354,465.0834584790607,475.2139892578125,45660960.0
2020-12-14,471.5302349901575,472.4511924803726,467.8464050292969,467.8464050292969,30260485.0
2020-12-15,466.92547026134673,469.68834286644346,464.16259765625,464.16259765625,39852366.0
2020-12-16,468.7673097252846,474.2930540442467,466.9253949522972,471.5301818847656,52012348.0
2020-12-17,476.620332913136,476.620332913136,470.1419982910156,470.1419982910156,38215179.0
2020-12-18,470.1420280905331,473.8439338235294,469.216551657284,471.9929809570313,39924864.0
2020-12-21,473.843871124031,478.4712526779766,470.1419658808745,477.5457763671875,34813281.0
2020-12-22,473.8439341846759,477.5458399204936,471.0675048828125,471.0675048828125,22454277.0
2020-12-23,470.14202844885807,472.9184577507214,468.2910755809492,471.0675048828125,18086715.0
2020-12-24,472.9184573902804,473.8439338235294,470.1420280905331,471.9929809570313,14950143.0
2020-12-25,475.6948249354055,476.62030124850935,471.99291968298985,472.91839599609375,12327895.0
2020-12-28,473.8438713592233,476.6203002929688,471.0674424254779,476.6203002929688,19087382.0
2020-12-29,476.6203002929688,478.47125291546575,474.7693476704718,476.6203002929688,19907528.0
2020-12-30,477.5457742745536,485.87506103515625,475.6948216610863,485.87506103515625,46292401.0
2020-12-31,486.8005059008328,490.5024108886719,484.9495534069133,490.5024108886719,29970398.0
2021-01-04,490.5024400397913,499.75720305941,488.6514874358676,496.0552978515625,38770328.0
2021-01-05,496.0552965002306,501.608154296875,495.1298202007899,501.608154296875,34411866.0
2021-01-06,513.6394062980277,513.6394062980277,500.68273658960896,508.0865478515625,53030554.0
2021-01-07,512.7138648109099,527.5214854552682,511.7883885206375,522.8941040039062,51166782.0
2021-01-08,536.7763671875,536.7763671875,528.4470787311423,536.7763671875,59563555.0
2021-01-11,533.9998757349301,540.4782104492188,531.2234465716637,540.4782104492188,48810990.0
2021-01-12,539.5526114784925,552.5092779633962,538.6271353009994,546.9564208984375,50232426.0
2021-01-13,550.6583842127776,559.9131469726562,548.8074316608019,559.9131469726562,62662393.0
2021-01-14,543.2545766057195,552.5093394099055,543.2545766057195,547.8819580078125,75288477.0
2021-01-15,574.7208312886726,578.4227368042195,556.2113037109375,556.2113037109375,92010500.0
2021-01-18,562.6895753964168,562.6895753964168,549.7329075418941,561.7640991210938,45726476.0
2021-01-19,571.9443943443481,584.90106347189,567.3170125130831,580.273681640625,50672866.0
2021-01-20,585.8264744093834,601.5595708785138,583.9755218836034,598.7831420898438,82066422.0
2021-01-21,592.3047455423476,628.3983159738345,592.3047455423476,622.845458984375,89019137.0
2021-01-22,600.6341552734375,615.441776975094,600.6341552734375,600.6341552734375,125179403.0
2021-01-25,594.1558253573015,597.8577308112411,579.3482035415433,585.8265380859375,93050133.0
2021-01-26,584.9010039442362,592.3048141207455,564.5405259588356,571.0188598632812,100153482.0
2021-01-27,571.9443978658537,578.4227324695122,565.4660632621951,569.16796875,59985191.0
2021-01-28,555.2858273320508,562.6896383631448,553.4348745742773,556.2113037109375,96447533.0
2021-01-29,572.869753868245,572.869753868245,546.9564208984375,546.9564208984375,90745237.0
2021-02-01,550.6583830338648,566.3914796919752,543.2545728418129,565.4660034179688,67462398.0
2021-02-02,582.1246936653234,590.4539818099782,575.646358441703,584.901123046875,78429188.0
2021-02-03,590.4537971617683,594.1557018461682,583.0499877929688,583.0499877929688,48738970.0
2021-02-04,579.348205274372,584.90106347189,573.7953470768541,580.273681640625,46371900.0
2021-02-05,590.4539818099782,593.2304111915299,583.9756465863578,584.901123046875,53267273.0
2021-02-17,613.5908203125,618.2182020644797,610.8143912613122,613.5908203125,107614290.0
2021-02-18,614.5164203065815,615.4418968431877,607.1126080137311,610.8145141601562,53109010.0
2021-02-19,607.1124889163152,608.0379652713706,598.7832017208169,603.4105834960938,50279585.0
2021-02-22,610.814394906851,612.6653476186899,601.5596313476562,601.5596313476562,36474610.0
2021-02-23,593.2304077148438,595.0813606250305,585.8265960740969,593.2304077148438,50076333.0
2021-02-24,580.2737434570313,588.603031640625,578.4227905273438,578.4227905273438,66206750.0
2021-02-25,588.6029665969488,588.6029665969488,581.1991556963583,587.677490234375,43231417.0
2021-02-26,565.4661275026428,571.9444628422804,560.8387451171875,560.8387451171875,111861175.0
2021-03-02,574.7208910411215,575.646367516228,563.6151733398438,563.6151733398438,54041533.0
2021-03-03,563.6150487182225,575.646240234375,556.2112385544364,575.646240234375,48252965.0
2021-03-04,563.6151147420316,565.466067499805,556.2113037109375,556.2113037109375,67711962.0
2021-03-05,544.1801107854097,559.9132092264845,540.4782052698628,556.2113037109375,79918467.0
2021-03-08,562.6897013482442,564.5406543132054,553.4349365234375,553.4349365234375,43219772.0
2021-03-09,541.4036234366794,550.6583862304688,541.4036234366794,550.6583862304688,68768861.0
2021-03-10,556.2112434936728,556.2112434936728,548.8074332641397,552.5093383789062,40146301.0
2021-03-11,551.5839791634596,566.3916027651632,550.6585026883531,563.6151733398438,54416046.0
2021-03-12,569.1679690482174,571.9443981655257,563.6151108136006,568.2424926757812,33168846.0
2021-03-15,568.2424322399883,568.2424322399883,563.6150508699558,565.4660034179688,27416758.0
2021-03-16,564.5405267463423,567.3169555664062,561.7640979262783,567.3169555664062,36949425.0
2021-03-17,568.710924161191,568.710924161191,559.4182620016944,561.2767944335938,39517807.0
2021-03-18,563.1352159873987,565.9230140863463,559.4181518554688,559.4181518554688,29415526.0
2021-03-19,551.984087484137,555.7011520463197,549.1962890625,549.1962890625,70866028.0
2021-03-22,546.4085394873788,555.7012017235587,544.5500070401429,551.0548706054688,34089033.0
2021-03-23,554.7719908434935,560.3475887414181,551.0549255782105,551.9841918945312,29374037.0
2021-03-24,530.6111142900255,540.833044687907,530.6111142900255,535.2574462890625,107253959.0
2021-03-25,531.5402653702446,539.9036611540421,529.6817329738451,534.3280639648438,67833354.0
2021-03-26,540.8329598119703,550.1256223516949,538.9744273040254,548.26708984375,36829858.0
2021-03-29,556.6304931640625,559.4182919612114,553.8426943669136,556.6304931640625,37884733.0
2021-03-30,557.5597101719535,557.5597101719535,550.1255807029942,554.7719116210938,33099123.0
2021-03-31,553.8425817018473,554.7718477785282,545.4791870117188,545.4791870117188,38790886.0
2021-04-01,555.7010877235388,559.4181518554688,551.9840235916087,559.4181518554688,43091157.0
2021-04-07,570.5694820216445,570.5694820216445,564.993884477459,566.8524169921875,24603109.0
2021-04-08,563.1352738198409,569.64013671875,560.3474754345942,569.64013671875,23976625.0
2021-04-09,574.2865470511015,574.2865470511015,565.9231507348233,566.8524169921875,27303862.0
2021-04-12,568.7109181301653,569.6401843362603,560.3475222753099,562.2060546875,22606128.0
2021-04-13,561.276788481405,569.6401843362603,561.276788481405,562.2060546875,25971622.0
2021-04-14,564.9938725490197,568.7109375,557.5597426470589,568.7109375,30077913.0
2021-04-15,568.710835741872,575.2156982421875,564.0645053845037,575.2156982421875,33530942.0
2021-04-16,566.8524169921875,567.7816832495517,560.3475531906379,566.8524169921875,48507383.0
2021-04-19,562.2060666313614,564.0645990830353,558.4890017280136,560.3475341796875,24231637.0
2021-04-20,555.7010877235388,559.4181518554688,552.9132896245912,559.4181518554688,34771635.0
2021-04-21,556.6304122306205,556.6304122306205,550.1255493164062,550.1255493164062,38458220.0
2021-04-22,553.8426197652284,555.7011520463197,549.1962890625,549.1962890625,33868521.0
